"Institucija";"Naslov";"IzvjescaURL";"DatumOtvaranja";"DatumZatvaranja";"OcekivanaObjavaIzvjesca";"Stanje";"DokumentiURL";"SavjetovanjeURL";"ID"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o Pravilniku o izmjenama i dopunama Pravilnika o godišnjim, polugodišnjim i drugim izvještajima dobrovoljnog mirovinskog fonda";NA;"13.12.2017.";"20.12.2017.";"01.03.2018.";"Zatvoren";"/Documents/List/6587";"/ECon/MainScreen?entityId=6587";"6587"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o Pravilniku o izmjenama i dopunama Pravilnika strukturi i sadržaju godišnjih i polugodišnjih izvještaja i drugih izvještaja UCITS fonda";NA;"13.12.2017.";"20.12.2017.";"01.03.2018.";"Zatvoren";"/Documents/List/6588";"/ECon/MainScreen?entityId=6588";"6588"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o Pravilniku o izmjeni i dopuni Pravilnika o strukturi i sadržaju godišnjih i polugodišnjih izvještaja i drugih izvještaja alternativnog investicijskog fonda";NA;"13.12.2017.";"20.12.2017.";"01.03.2018.";"Zatvoren";"/Documents/List/6589";"/ECon/MainScreen?entityId=6589";"6589"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu Pravilnika o minimalnim standardima za rad autoškola";"/ECon/EconReport?entityId=6591";"12.12.2017.";"22.12.2017.";"25.12.2017.";"Izvješca objavljena";"/Documents/List/6591";"/ECon/MainScreen?entityId=6591";"6591"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu Pravilnika o tehnickim pregledima vozila na cesti";"/ECon/EconReport?entityId=6565";"11.12.2017.";"21.12.2017.";"22.12.2017.";"Izvješca objavljena";"/Documents/List/6565";"/ECon/MainScreen?entityId=6565";"6565"
"Ministarstvo rada i mirovinskoga sustava";"SAVJETOVANJE O KONACNOM PRIJEDLOGU ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O PROFESIONALNOJ REHABILITACIJI I ZAPOŠLJAVANJU OSOBA S INVALIDITETOM";NA;"11.12.2017.";"09.01.2018.";"15.01.2018.";"Zatvoren";"/Documents/List/6567";"/ECon/MainScreen?entityId=6567";"6567"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu Programa vozackog ispita";"/ECon/EconReport?entityId=6543";"08.12.2017.";"18.12.2017.";"19.12.2017.";"Izvješca objavljena";"/Documents/List/6543";"/ECon/MainScreen?entityId=6543";"6543"
"Ministarstvo gospodarstva, poduzetništva i obrta";"Obrazac prethodne procjene za Zakon o Državnom inspektoratu iz Plana zakonodavnih aktivnosti Ministarstva gospodarstva, poduzetništva i obrta za 2018.";"/ECon/EconReport?entityId=6545";"08.12.2017.";"27.12.2017.";"05.01.2018.";"Izvješca objavljena";"/Documents/List/6545";"/ECon/MainScreen?entityId=6545";"6545"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu Pravilnika o osposobljavanju kandidata za vozace";"/ECon/EconReport?entityId=6549";"08.12.2017.";"18.12.2017.";"19.12.2017.";"Izvješca objavljena";"/Documents/List/6549";"/ECon/MainScreen?entityId=6549";"6549"
"Ministarstvo rada i mirovinskoga sustava";"Prijedlog Smjernica za razvoj i provedbu aktivne politike zapošljavanja u Republici Hrvatskoj za razdoblje od 2018. do 2020. godine";"/ECon/EconReport?entityId=6552";"08.12.2017.";"17.12.2017.";"19.12.2017.";"Izvješca objavljena";"/Documents/List/6552";"/ECon/MainScreen?entityId=6552";"6552"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Nacrt Uputa za prijavitelje Poziva na dostavu projektnih prijedloga za razvoj poduzetništva u Gradu Vukovaru";"/ECon/EconReport?entityId=6529";"07.12.2017.";"07.01.2018.";"17.01.2018.";"Izvješca objavljena";"/Documents/List/6529";"/ECon/MainScreen?entityId=6529";"6529"
"Ministarstvo unutarnjih poslova";"Savjetovanje za sainteresiranom javnošcu za Nacrt prijedloga Rješenja o izmjeni rješenja o utvrdivanju cijena obrazaca, registarskih, pokusnih, prenosivih i izvoznih plocica";"/ECon/EconReport?entityId=6533";"07.12.2017.";"17.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6533";"/ECon/MainScreen?entityId=6533";"6533"
"Ministarstvo gospodarstva, poduzetništva i obrta";"Prijedlog plana zakonodavnih aktivnosti Ministarstva gospodarstva, poduzetništva i obrta za 2018. godinu i prethodne procjene";"/ECon/EconReport?entityId=6534";"07.12.2017.";"22.12.2017.";"05.01.2018.";"Izvješca objavljena";"/Documents/List/6534";"/ECon/MainScreen?entityId=6534";"6534"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu prijedloga Odluke o izmjenama Odluke o visini naknade za tehnicki preglede i druge poslove koji se obavljaju u stanicama za tehnicke preglede vozila";"/ECon/EconReport?entityId=6537";"07.12.2017.";"17.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6537";"/ECon/MainScreen?entityId=6537";"6537"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zainteresiranom javnošcu za Nacrt prijedloga Pravilnika o registraciji i oznacavanju vozila";"/ECon/EconReport?entityId=6540";"07.12.2017.";"17.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6540";"/ECon/MainScreen?entityId=6540";"6540"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Nacrtu kljucnih elemenata Poziva za provedbu Programa izobrazno-informativnih aktivnosti o održivom gospodarenju otpadom";"/ECon/EconReport?entityId=6514";"06.12.2017.";"21.12.2017.";"05.01.2018.";"Izvješca objavljena";"/Documents/List/6514";"/ECon/MainScreen?entityId=6514";"6514"
"Ministarstvo unutarnjih poslova";"Savjetovanje za zainteresiranom javnošcu o Nacrtu prijedloga Pravilnika o izmjenama i dopunama Pravilnika o obrascima i evidencijama putnih isprava hrvatskih državljana te nacinu dostave i preuzimanju izradenih putovnica";"/ECon/EconReport?entityId=6518";"06.12.2017.";"16.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6518";"/ECon/MainScreen?entityId=6518";"6518"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zainteresiranom javnošcu Nacrt prijedloga Pravilnika o izmjenama i dopunama Pravilnika o nacinu utvrdivanja uvjeta za ulazak i boravak u Republici Hrvatskoj državljana država clanica Europskog gospodarskog prostora i clanova njihovih obitelji te clanova obitelji hrvatskih državljana";"/ECon/EconReport?entityId=6521";"06.12.2017.";"16.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6521";"/ECon/MainScreen?entityId=6521";"6521"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o sadržaj obrasca te pretpostavke za podnošenje podnesaka u elektronickom obliku pred trgovackim sudovima, oblike zapisa podnesaka u elektronickom obliku (formate) te organizaciju i djelovanje informacijskog sustava";"/ECon/EconReport?entityId=6527";"06.12.2017.";"21.12.2017.";"28.12.2017.";"Izvješca objavljena";"/Documents/List/6527";"/ECon/MainScreen?entityId=6527";"6527"
"Ministarstvo financija";"Nacrt prijedloga zakona o elektronickom novcu";"/ECon/EconReport?entityId=6498";"05.12.2017.";"03.01.2018.";"03.02.2018.";"Izvješca objavljena";"/Documents/List/6498";"/ECon/MainScreen?entityId=6498";"6498"
"Ministarstvo gospodarstva, poduzetništva i obrta";"PRIJEDLOG UREDBE O JAVNOJ NABAVI U PODRUCJU OBRANE I SIGURNOSTI";"/ECon/EconReport?entityId=6501";"05.12.2017.";"04.01.2018.";"26.03.2018.";"Izvješca objavljena";"/Documents/List/6501";"/ECon/MainScreen?entityId=6501";"6501"
"Ministarstvo financija";"UREDBA O DOPUNAMA UREDBE O TARIFI UPRAVNIH PRISTOJBI";"/ECon/EconReport?entityId=6508";"05.12.2017.";"08.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6508";"/ECon/MainScreen?entityId=6508";"6508"
"Ministarstvo poljoprivrede";"Savjetovanje s javnošcu za Prijedlog pravilnika o izmjenama i dopunama Pravilnika o mjerama za sprjecavanje unošenja i širenja organizama štetnih za bilje, biljne proizvode i druge nadzirane predmete i mjerama suzbijanja tih organizama";"/ECon/EconReport?entityId=6460";"01.12.2017.";"17.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6460";"/ECon/MainScreen?entityId=6460";"6460"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o ažuriranom Prijedlogu plana zakonodavnih aktivnosti Ministarstva zaštite okoliša i energetike za 2018. godinu i prethodnim procjenama";NA;"01.12.2017.";"16.12.2017.";"27.12.2017.";"Zatvoren";"/Documents/List/6461";"/ECon/MainScreen?entityId=6461";"6461"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o ažuriranom Prijedlogu Plana zakonodavnih aktivnosti Ministarstva mora, prometa i infrastrukture za 2018. godinu i Obrascu prethodne procjene ucinaka propisa na Nacrt prijedloga Zakona o izmjenama i dopunama Zakona o cestama";"/ECon/EconReport?entityId=6463";"01.12.2017.";"18.12.2017.";"29.12.2017.";"Izvješca objavljena";"/Documents/List/6463";"/ECon/MainScreen?entityId=6463";"6463"
"Ministarstvo pravosuda";"Savjetovanje o Nacrtu prijedloga Zakona o Državnoodvjetnickom vijecu";NA;"01.12.2017.";"30.12.2017.";"05.01.2018.";"Zatvoren";"/Documents/List/6467";"/ECon/MainScreen?entityId=6467";"6467"
"Ministarstvo graditeljstva i prostornoga uredenja";"Nacrt Prijedloga Zakona o izmjenama i dopunama Zakona o društveno poticanoj stanogradnji";NA;"01.12.2017.";"31.12.2017.";"01.05.2018.";"Zatvoren";"/Documents/List/6476";"/ECon/MainScreen?entityId=6476";"6476"
"Ministarstvo poljoprivrede";"Savjetovanje s javnošcu za Prijedlog pravilnika o športskom i rekreacijskom ribolovu na moru";NA;"01.12.2017.";"03.12.2017.";"11.12.2017.";"Zatvoren";"/Documents/List/6479";"/ECon/MainScreen?entityId=6479";"6479"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"NACRT PRAVILNIKA O IZMJENAMA PRAVILNIKA O OBITELJSKOJ MEDIJACIJI";"/ECon/EconReport?entityId=6482";"01.12.2017.";"16.12.2017.";"12.01.2018.";"Izvješca objavljena";"/Documents/List/6482";"/ECon/MainScreen?entityId=6482";"6482"
"Državni zavod za intelektualno vlasništvo";"Savjetovanje o Obrascu prethodne procjene ucinaka propisa za Nacrt prijedloga Zakona o žigu";"/ECon/EconReport?entityId=6485";"01.12.2017.";"16.12.2017.";"20.12.2017.";"Izvješca objavljena";"/Documents/List/6485";"/ECon/MainScreen?entityId=6485";"6485"
"Ministarstvo pravosuda";"Savjetovanje o Nacrtu prijedloga Zakona o državnom odvjetništvu";NA;"01.12.2017.";"30.12.2017.";"05.01.2018.";"Zatvoren";"/Documents/List/6489";"/ECon/MainScreen?entityId=6489";"6489"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Obrascu Iskaza o procjeni ucinaka propisa za Nacrt prijedloga Zakona o prijevozu u cestovnom prometu i Nacrtu prijedloga Zakona o prijevozu u cestovnom prometu";NA;"01.12.2017.";"31.12.2017.";"30.01.2018.";"Zatvoren";"/Documents/List/6492";"/ECon/MainScreen?entityId=6492";"6492"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Zakona o probaciji";NA;"01.12.2017.";"31.12.2017.";"22.01.2018.";"Zatvoren";"/Documents/List/6495";"/ECon/MainScreen?entityId=6495";"6495"
"Ministarstvo graditeljstva i prostornoga uredenja";"Tehnicki propis o gradevnim proizvodima";NA;"30.11.2017.";"14.12.2017.";"30.03.2018.";"Zatvoren";"/Documents/List/6458";"/ECon/MainScreen?entityId=6458";"6458"
"Ministarstvo vanjskih i europskih poslova";"Savjetovanje o dopunjenom Planu zakonodavnih aktivnosti za 2018.";"/ECon/EconReport?entityId=6452";"29.11.2017.";"14.12.2017.";"20.12.2017.";"Izvješca objavljena";"/Documents/List/6452";"/ECon/MainScreen?entityId=6452";"6452"
"Državni zavod za mjeriteljstvo";"Prijedlog pravilnika o postupku ispitivanja mjerila toplinske energije namijenjenih za uporabu u kucanstvu, trgovini i lakoj industriji";"/ECon/EconReport?entityId=6454";"29.11.2017.";"30.12.2017.";"15.01.2018.";"Izvješca objavljena";"/Documents/List/6454";"/ECon/MainScreen?entityId=6454";"6454"
"Ministarstvo zdravstva";"Savjetovanje za Prijedlog plana zakonodavnih aktivnosti Ministarstva zdravstva za 2018. godinu";NA;"29.11.2017.";"14.12.2017.";"15.01.2018.";"Zatvoren";"/Documents/List/6456";"/ECon/MainScreen?entityId=6456";"6456"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o izmjenama Pravilnika o placanju naknada za pravo uporabe adresa, brojeva i radiofrekvencijskog spektra";"/ECon/EconReport?entityId=6446";"28.11.2017.";"14.12.2017.";"28.12.2017.";"Izvješca objavljena";"/Documents/List/6446";"/ECon/MainScreen?entityId=6446";"6446"
"Ministarstvo kulture";"Savjetovanje o prethodnoj procjeni za nacrt prijedloga Zakona o knjižnicama i knjižnicnoj djelatnosti";NA;"28.11.2017.";"13.12.2017.";"15.01.2018.";"Zatvoren";"/Documents/List/6450";"/ECon/MainScreen?entityId=6450";"6450"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnik o izmjenama i dopunama Pravilnika o strukturi i sadržaju godišnjih financijskih izvještaja Središnjeg klirinškog depozitarnog društva";"/ECon/EconReport?entityId=6442";"27.11.2017.";"11.12.2017.";"14.12.2017.";"Izvješca objavljena";"/Documents/List/6442";"/ECon/MainScreen?entityId=6442";"6442"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o strukturi i sadržaju godišnjih financijskih izvještaja Burze";"/ECon/EconReport?entityId=6443";"27.11.2017.";"11.12.2017.";"14.12.2017.";"Izvješca objavljena";"/Documents/List/6443";"/ECon/MainScreen?entityId=6443";"6443"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o strukturi i sadržaju polugodišnjih i godišnjih financijskih izvještaja Fojnda za zaštitu ulagatelja";"/ECon/EconReport?entityId=6444";"27.11.2017.";"11.12.2017.";"14.12.2017.";"Izvješca objavljena";"/Documents/List/6444";"/ECon/MainScreen?entityId=6444";"6444"
"Ministarstvo uprave";"Savjetovanje sa zainteresiranom javnošcu o dopuni Prijedloga plana zakonodavnih aktivnosti Ministarstva uprave za 2018. godinu";"/ECon/EconReport?entityId=6437";"24.11.2017.";"08.12.2017.";"22.12.2017.";"Izvješca objavljena";"/Documents/List/6437";"/ECon/MainScreen?entityId=6437";"6437"
"Ministarstvo unutarnjih poslova";"Savjetovanje sa zanteresiranom javnošcu o dopuni Prijedloga plana zakonodavnih aktivnosti Ministarstva unutarnjih poslova za 2018. godinu";"/ECon/EconReport?entityId=6440";"24.11.2017.";"08.12.2017.";"10.12.2017.";"Izvješca objavljena";"/Documents/List/6440";"/ECon/MainScreen?entityId=6440";"6440"
"Državna geodetska uprava";"Savjetovanje o Prijedlogu iskaza i Nacrtu prijedloga Zakona o državnoj izmjeri i katastru nekretnina";"/ECon/EconReport?entityId=6427";"23.11.2017.";"10.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6427";"/ECon/MainScreen?entityId=6427";"6427"
"Središnji državni ured za Hrvate izvan Republike Hrvatske";"Nacrt pravilnika o stipendiranju studenata - pripadnika hrvatskog naroda izvan Republike Hrvatske";"/ECon/EconReport?entityId=6430";"23.11.2017.";"08.12.2017.";"18.12.2017.";"Izvješca objavljena";"/Documents/List/6430";"/ECon/MainScreen?entityId=6430";"6430"
"Državna geodetska uprava";"Savjetovanje o Nacrtu prijedloga Pravilnika o odredivanju visine stvarnih troškova uporabe podataka dokumentacije državne izmjere i katastra nekretnina";NA;"23.11.2017.";"10.12.2017.";"22.12.2017.";"Zatvoren";"/Documents/List/6431";"/ECon/MainScreen?entityId=6431";"6431"
"Ministarstvo financija";"Nacrt prijedloga Zakona o provedbi uredbe (EU) 2016/1011 o indeksima koji se upotrebljavaju kao referentne vrijednosti";"/ECon/EconReport?entityId=6421";"21.11.2017.";"06.12.2017.";"05.01.2018.";"Izvješca objavljena";"/Documents/List/6421";"/ECon/MainScreen?entityId=6421";"6421"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"PRIJEDLOG PLANA PROPISA MINISTARSTVA ZA DEMOGRAFIJU, OBITELJ, MLADE I SOCIJALNU POLITIKU ZA 2018. GODINU I PRETHODNE PROCJENE";"/ECon/EconReport?entityId=6423";"21.11.2017.";"06.12.2017.";"08.01.2018.";"Izvješca objavljena";"/Documents/List/6423";"/ECon/MainScreen?entityId=6423";"6423"
"Ministarstvo pravosuda";"Savjetovanje za Nacrt prijedloga Zakona o izmjenama i dopunama Zakona o sudovima";NA;"17.11.2017.";"05.12.2017.";"06.12.2017.";"Zatvoren";"/Documents/List/6395";"/ECon/MainScreen?entityId=6395";"6395"
"Ministarstvo pravosuda";"Savjetovanje o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o Državnom sudbenom vijecu";NA;"17.11.2017.";"05.12.2017.";"06.12.2017.";"Zatvoren";"/Documents/List/6398";"/ECon/MainScreen?entityId=6398";"6398"
"Ministarstvo pravosuda";"Savjetovanje o Nacrtu prijedloga Zakona o podrucjima i sjedištima državnih odvjetništava";NA;"17.11.2017.";"05.12.2017.";"06.12.2017.";"Zatvoren";"/Documents/List/6405";"/ECon/MainScreen?entityId=6405";"6405"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje u vezi nacrta Pravilnika o izracunu, visini i naplati naknada koje se placaju Hrvatskoj agenciji za nadzor financijskih usluga za 2018. godinu";"/ECon/EconReport?entityId=6413";"17.11.2017.";"13.12.2017.";"15.01.2018.";"Izvješca objavljena";"/Documents/List/6413";"/ECon/MainScreen?entityId=6413";"6413"
"Ministarstvo obrane";"Javno savjetovanje o Prijedlogu plana zakonodavnih aktivnosti Ministarstva obrane za 2018. godinu i prethodnim procjenama";"/ECon/EconReport?entityId=6415";"17.11.2017.";"01.12.2017.";"15.12.2017.";"Izvješca objavljena";"/Documents/List/6415";"/ECon/MainScreen?entityId=6415";"6415"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje u vezi nacrta Pravilnika o vrsti i visini naknada Hrvatske agencije za nadzor financijskih usluga";"/ECon/EconReport?entityId=6416";"17.11.2017.";"13.12.2017.";"15.01.2018.";"Izvješca objavljena";"/Documents/List/6416";"/ECon/MainScreen?entityId=6416";"6416"
"Ministarstvo pravosuda";"Savjetovanje o Nacrtu prijedloga Zakona o podrucjima i sjedištima sudova";NA;"17.11.2017.";"05.12.2017.";"06.12.2017.";"Zatvoren";"/Documents/List/6417";"/ECon/MainScreen?entityId=6417";"6417"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje s javnošcu o Prijedlogu plana zakonodavnih aktivnosti Ministarstva znanosti i obrazovanja za 2018. godinu.";NA;"16.11.2017.";"01.12.2017.";"08.01.2018.";"Zatvoren";"/Documents/List/6379";"/ECon/MainScreen?entityId=6379";"6379"
"Ministarstvo poljoprivrede";"Savjetovanje s javnošcu za Prijedlog pravilnika o izmjenama i dopunama Pravilnika o uvjetima, kriterijima i nacinu dodjele potpore u okviru mjere I.22. „Dodana vrijednost, kvaliteta proizvoda i korištenje neželjenog ulova“";NA;"16.11.2017.";"23.11.2017.";"30.11.2017.";"Ceka odobravanje izvještaja";"/Documents/List/6388";"/ECon/MainScreen?entityId=6388";"6388"
"Ministarstvo obrane";"Javno savjetovanje o Nacrtu Prijedloga zakona o izmjenama i dopunama zakona o obrani";"/ECon/EconReport?entityId=6392";"16.11.2017.";"01.12.2017.";"05.12.2017.";"Izvješca objavljena";"/Documents/List/6392";"/ECon/MainScreen?entityId=6392";"6392"
"Ministarstvo obrane";"Javno savjetovanje o Nacrtu prijedloga zakona o izmjenama i dopunama Zakona o službi u Oružanim snagama Republike Hrvatske";"/ECon/EconReport?entityId=6394";"16.11.2017.";"01.12.2017.";"05.12.2017.";"Izvješca objavljena";"/Documents/List/6394";"/ECon/MainScreen?entityId=6394";"6394"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Prijedlogu plana zakonodavnih aktivnosti Ministarstva zaštite okoliša i energetike za 2018. godinu i prethodnim procjenama";NA;"16.11.2017.";"30.11.2017.";"15.12.2017.";"Zatvoren";"/Documents/List/6363";"/ECon/MainScreen?entityId=6363";"6363"
"Ministarstvo poljoprivrede";"Savjetovanje s javnošcu za Prijedlog pravilnika o izmjenama i dopunama Pravilnika o troškovima za usluge i postupke koje provodi Hrvatski centar za poljoprivredu, hranu i selo – Zavod za sjemenarstvo i rasadnicarstvo";"/ECon/EconReport?entityId=6366";"15.11.2017.";"29.11.2017.";"06.12.2017.";"Izvješca objavljena";"/Documents/List/6366";"/ECon/MainScreen?entityId=6366";"6366"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Nacrtu prijedloga Zakona o tržištu plina";"/ECon/EconReport?entityId=6368";"15.11.2017.";"15.12.2017.";"15.01.2018.";"Izvješca objavljena";"/Documents/List/6368";"/ECon/MainScreen?entityId=6368";"6368"
"Ministarstvo poljoprivrede";"Savjetovanje s javnošcu za Prijedlog pravilnika o izmjenama Pravilnika o provedbi sustava knjigovodstvenih podataka";"/ECon/EconReport?entityId=6370";"15.11.2017.";"15.12.2017.";"28.12.2017.";"Izvješca objavljena";"/Documents/List/6370";"/ECon/MainScreen?entityId=6370";"6370"
"Ministarstvo financija";"Nacrt prijedloga Zakona o prestanku važenja Zakona o provedbi Uredbe Europske unije o europskim fondovima poduzetnickog kapitala, s Konacnim prijedlogom zakona";"/ECon/EconReport?entityId=6374";"15.11.2017.";"30.11.2017.";"30.12.2017.";"Izvješca objavljena";"/Documents/List/6374";"/ECon/MainScreen?entityId=6374";"6374"
"Ministarstvo financija";"Nacrt prijedloga Zakona o prestanku važenja Zakona o provedbi Uredbe Europske unije o europskim fondovima socijalnog poduzetništva, s Konacnim prijedlogom zakona";"/ECon/EconReport?entityId=6377";"15.11.2017.";"30.11.2017.";"30.12.2017.";"Izvješca objavljena";"/Documents/List/6377";"/ECon/MainScreen?entityId=6377";"6377"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o ažuriranom Prijedlogu Plana zakonodavnih aktivnosti Ministarstva mora, prometa i infrastrukture za 2018. godinu i Obrascu prethodne procjene ucinaka propisa na nacrt Zakona o prijevozu u cestovnom prometu";"/ECon/EconReport?entityId=6356";"15.11.2017.";"30.11.2017.";"07.12.2017.";"Izvješca objavljena";"/Documents/List/6356";"/ECon/MainScreen?entityId=6356";"6356"
"Ministarstvo kulture";"Nacrt prijedloga Zakona o audiovizualnim djelatnostima";NA;"14.11.2017.";"14.12.2017.";"15.01.2018.";"Zatvoren";"/Documents/List/6361";"/ECon/MainScreen?entityId=6361";"6361"
"Ministarstvo poljoprivrede";"Savjetovanje o Prijedlogu plana zakonodavnih aktivnosti za 2018. godinu i prethodnim procjenama";"/ECon/EconReport?entityId=6351";"14.11.2017.";"29.11.2017.";"15.12.2017.";"Izvješca objavljena";"/Documents/List/6351";"/ECon/MainScreen?entityId=6351";"6351"
"Ministarstvo kulture";"Nacrt prijedloga Zakona o muzejima";NA;"14.11.2017.";"14.12.2017.";"26.01.2018.";"Zatvoren";"/Documents/List/6353";"/ECon/MainScreen?entityId=6353";"6353"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o poticajima u kombiniranom prijevozu tereta";"/ECon/EconReport?entityId=6346";"13.11.2017.";"14.12.2017.";"29.12.2017.";"Izvješca objavljena";"/Documents/List/6346";"/ECon/MainScreen?entityId=6346";"6346"
