clanak_id,savjetovanje_id
325416,10305
325417,10305
325418,10305
325323,10305
325419,10305
325324,10305
325420,10305
325421,10305
325422,10305
325325,10305
325423,10305
325326,10305
325424,10305
325425,10305
325426,10305
325427,10305
325428,10305
325327,10305
325429,10305
325430,10305
325431,10305
325328,10305
325432,10305
325329,10305
325433,10305
325330,10305
325434,10305
325435,10305
325436,10305
325437,10305
325331,10305
325438,10305
325439,10305
325440,10305
325441,10305
325442,10305
325443,10305
325332,10305
325444,10305
325445,10305
325446,10305
325447,10305
325448,10305
325449,10305
325450,10305
325451,10305
325452,10305
325453,10305
325454,10305
325455,10305
325456,10305
325457,10305
325458,10305
325459,10305
325460,10305
325461,10305
325462,10305
325463,10305
325464,10305
325465,10305
325466,10305
325467,10305
325468,10305
325469,10305
325470,10305
325471,10305
325472,10305
325473,10305
325474,10305
325475,10305
325476,10305
325477,10305
325478,10305
325479,10305
325480,10305
325481,10305
325482,10305
325483,10305
325484,10305
325485,10305
325486,10305
325487,10305
325488,10305
325489,10305
325490,10305
325491,10305
325492,10305
325493,10305
325494,10305
325495,10305
325496,10305
325497,10305
325498,10305
325499,10305
325500,10305
325501,10305
325502,10305
325503,10305
325504,10305
325505,10305
325506,10305
325507,10305
325508,10305
325509,10305
325510,10305
325511,10305
325512,10305
325513,10305
325514,10305
325515,10305
325516,10305
325517,10305
325518,10305
325519,10305
325520,10305
325521,10305
325522,10305
325523,10305
325524,10305
325525,10305
325526,10305
325527,10305
325528,10305
325529,10305
325530,10305
325531,10305
325532,10305
325533,10305
325534,10305
325535,10305
325536,10305
325537,10305
325538,10305
325539,10305
325540,10305
325541,10305
325542,10305
325543,10305
325544,10305
325545,10305
325546,10305
325547,10305
325333,10305
325548,10305
325549,10305
325550,10305
325551,10305
325552,10305
325553,10305
325554,10305
325334,10305
325555,10305
325556,10305
325557,10305
325558,10305
325559,10305
325560,10305
325561,10305
325562,10305
325295,10308
325296,10308
325297,10308
325298,10308
325299,10308
325300,10308
325301,10308
325302,10308
324403,10297
324408,10297
324404,10297
324409,10297
324410,10297
324411,10297
324412,10297
324413,10297
324405,10297
324414,10297
324406,10297
324415,10297
324407,10297
324416,10297
324417,10297
324418,10297
324419,10297
324670,10299
324671,10299
324672,10299
324700,10299
324701,10299
324702,10299
324703,10299
324704,10299
324705,10299
324673,10299
324706,10299
324674,10299
324707,10299
324708,10299
324675,10299
324676,10299
324709,10299
324710,10299
324677,10299
324711,10299
324712,10299
324678,10299
324713,10299
324679,10299
324714,10299
324715,10299
324680,10299
324716,10299
324717,10299
324681,10299
324718,10299
324719,10299
324682,10299
324720,10299
324721,10299
324683,10299
324722,10299
324723,10299
324684,10299
324724,10299
324685,10299
324725,10299
324686,10299
324687,10299
324726,10299
324727,10299
324728,10299
324688,10299
324689,10299
324729,10299
324690,10299
324730,10299
324691,10299
324731,10299
324732,10299
324733,10299
324734,10299
324735,10299
324736,10299
324692,10299
324693,10299
324737,10299
324738,10299
324739,10299
324740,10299
324741,10299
324742,10299
324743,10299
324744,10299
324745,10299
324746,10299
324747,10299
324748,10299
324749,10299
324750,10299
324751,10299
324752,10299
324753,10299
324754,10299
324755,10299
324756,10299
324757,10299
324758,10299
324759,10299
324760,10299
324694,10299
324695,10299
324761,10299
324762,10299
324763,10299
324764,10299
324765,10299
324766,10299
324767,10299
324768,10299
324769,10299
324770,10299
324771,10299
324772,10299
324773,10299
324696,10299
324697,10299
324698,10299
324774,10299
324775,10299
324776,10299
324777,10299
324778,10299
324779,10299
324780,10299
324781,10299
324782,10299
324783,10299
324784,10299
324785,10299
324786,10299
324699,10299
324787,10299
324788,10299
324789,10299
324790,10299
324791,10299
324792,10299
324793,10299
324794,10299
324210,10292
324234,10292
324235,10292
324236,10292
324211,10292
324212,10292
324213,10292
324237,10292
324214,10292
324238,10292
324215,10292
324239,10292
324216,10292
324240,10292
324217,10292
324218,10292
324241,10292
324219,10292
324242,10292
324220,10292
324243,10292
324221,10292
324244,10292
324245,10292
324246,10292
324247,10292
324222,10292
324248,10292
324223,10292
324249,10292
324224,10292
324250,10292
324225,10292
324251,10292
324252,10292
324226,10292
324253,10292
324227,10292
324254,10292
324228,10292
324255,10292
324229,10292
324256,10292
324230,10292
324257,10292
324231,10292
324258,10292
324259,10292
324232,10292
324260,10292
324233,10292
324261,10292
324262,10292
324263,10292
324264,10292
324265,10268
324266,10268
324307,10268
324308,10268
324309,10268
324310,10268
324267,10268
324311,10268
324312,10268
324313,10268
324314,10268
324315,10268
324316,10268
324317,10268
324318,10268
324319,10268
324320,10268
324321,10268
324268,10268
324322,10268
324323,10268
324324,10268
324269,10268
324325,10268
324326,10268
324327,10268
324328,10268
324329,10268
324270,10268
324330,10268
324331,10268
324332,10268
324333,10268
324271,10268
324334,10268
324335,10268
324336,10268
324337,10268
324338,10268
324339,10268
324340,10268
324272,10268
324341,10268
324342,10268
324343,10268
324344,10268
324273,10268
324345,10268
324346,10268
324347,10268
324348,10268
324274,10268
324349,10268
324350,10268
324351,10268
324352,10268
324275,10268
324353,10268
324276,10268
324354,10268
324277,10268
324355,10268
324278,10268
324356,10268
324357,10268
324279,10268
324358,10268
324280,10268
324359,10268
324360,10268
324361,10268
324362,10268
324363,10268
324281,10268
324364,10268
324365,10268
324282,10268
324366,10268
324367,10268
324283,10268
324368,10268
324369,10268
324370,10268
324371,10268
324372,10268
324284,10268
324285,10268
324373,10268
324286,10268
324374,10268
324287,10268
324375,10268
324288,10268
324376,10268
324289,10268
324377,10268
324378,10268
324290,10268
324379,10268
324291,10268
324380,10268
324381,10268
324292,10268
324382,10268
324383,10268
324293,10268
324384,10268
324294,10268
324385,10268
324295,10268
324386,10268
324296,10268
324387,10268
324297,10268
324388,10268
324298,10268
324389,10268
324299,10268
324390,10268
324391,10268
324392,10268
324393,10268
324300,10268
324394,10268
324301,10268
324395,10268
324396,10268
324397,10268
324398,10268
324302,10268
324303,10268
324399,10268
324304,10268
324400,10268
324305,10268
324401,10268
324306,10268
324402,10268
323643,10275
323644,10275
323645,10275
323646,10275
323647,10275
323648,10275
323649,10275
323650,10278
323651,10278
323652,10278
323653,10278
323654,10278
323655,10278
323656,10278
323739,10280
323741,10280
323742,10280
323740,10280
323743,10280
323744,10280
323745,10280
323746,10280
323747,10280
323748,10280
323749,10280
323750,10280
323751,10280
323752,10280
323753,10280
323754,10280
323755,10280
323756,10280
323757,10280
323758,10280
323759,10280
323760,10280
324166,10281
324167,10281
324177,10281
324168,10281
324178,10281
324169,10281
324179,10281
324170,10281
324180,10281
324171,10281
324181,10281
324172,10281
324182,10281
324173,10281
324183,10281
324174,10281
324184,10281
324175,10281
324185,10281
324176,10281
324186,10281
324187,10281
324188,10281
324189,10281
324190,10281
324191,10281
324192,10281
324193,10281
324194,10281
324195,10281
324196,10281
324197,10281
324198,10281
322905,10254
322906,10254
322944,10254
322907,10254
322945,10254
322908,10254
322946,10254
322909,10254
322947,10254
322910,10254
322948,10254
322911,10254
322949,10254
322912,10254
322950,10254
322913,10254
322951,10254
322914,10254
322952,10254
322915,10254
322953,10254
322916,10254
322954,10254
322917,10254
322955,10254
322918,10254
322956,10254
322919,10254
322957,10254
322920,10254
322958,10254
322921,10254
322959,10254
322922,10254
322960,10254
322923,10254
322961,10254
322924,10254
322962,10254
322925,10254
322963,10254
322926,10254
322964,10254
322927,10254
322965,10254
322928,10254
322966,10254
322929,10254
322967,10254
322930,10254
322968,10254
322931,10254
322969,10254
322932,10254
322970,10254
322933,10254
322971,10254
322934,10254
322972,10254
322935,10254
322973,10254
322936,10254
322974,10254
322937,10254
322975,10254
322938,10254
322976,10254
322939,10254
322977,10254
322940,10254
322978,10254
322979,10254
322980,10254
322941,10254
322942,10254
322981,10254
322943,10254
322982,10254
323178,10256
323179,10256
323188,10256
323189,10256
323190,10256
323180,10256
323191,10256
323192,10256
323193,10256
323194,10256
323195,10256
323196,10256
323181,10256
323197,10256
323198,10256
323199,10256
323200,10256
323201,10256
323202,10256
323203,10256
323182,10256
323204,10256
323205,10256
323183,10256
323206,10256
323207,10256
323208,10256
323184,10256
323209,10256
323210,10256
323211,10256
323212,10256
323213,10256
323185,10256
323214,10256
323215,10256
323186,10256
323187,10256
323216,10256
323333,10266
323334,10266
323335,10266
323336,10266
323337,10266
323338,10266
323339,10266
323340,10266
323341,10266
323342,10266
323343,10266
323344,10266
323345,10266
323346,10266
323347,10266
323348,10266
323349,10266
323350,10266
323351,10266
323352,10266
323353,10266
323354,10266
323355,10266
323356,10266
323357,10266
323358,10266
323359,10266
323360,10266
323361,10266
323362,10266
323363,10266
323364,10266
323365,10266
323366,10266
323367,10266
323368,10266
323369,10266
323370,10266
322320,10237
322321,10237
322322,10237
322323,10237
322324,10237
322325,10237
322326,10237
322327,10237
322328,10237
322329,10237
322330,10237
322331,10237
322332,10237
322333,10237
322334,10243
322335,10243
322342,10243
322343,10243
322344,10243
322336,10243
322345,10243
322346,10243
322347,10243
322348,10243
322349,10243
322350,10243
322351,10243
322352,10243
322353,10243
322354,10243
322355,10243
322356,10243
322357,10243
322358,10243
322337,10243
322359,10243
322360,10243
322361,10243
322362,10243
322363,10243
322364,10243
322365,10243
322366,10243
322367,10243
322368,10243
322369,10243
322370,10243
322371,10243
322372,10243
322338,10243
322373,10243
322374,10243
322375,10243
322376,10243
322377,10243
322378,10243
322379,10243
322380,10243
322339,10243
322381,10243
322382,10243
322383,10243
322384,10243
322340,10243
322385,10243
322386,10243
322387,10243
322388,10243
322389,10243
322390,10243
322341,10243
322391,10243
322392,10243
322393,10243
322394,10243
322395,10243
322396,10243
322397,10243
322398,10243
322399,10243
322400,10243
322401,10243
322402,10243
322403,10243
322404,10243
322405,10243
322406,10243
322407,10243
322408,10243
322409,10243
322410,10243
322411,10243
322412,10243
322413,10243
322414,10243
322415,10243
322416,10243
322417,10243
322418,10243
322419,10243
322420,10243
322421,10243
322422,10243
322423,10243
322424,10243
322425,10243
322426,10243
322633,10245
322651,10245
322634,10245
322652,10245
322653,10245
322654,10245
322655,10245
322635,10245
322636,10245
322637,10245
322656,10245
322657,10245
322638,10245
322658,10245
322639,10245
322659,10245
322640,10245
322641,10245
322660,10245
322642,10245
322661,10245
322643,10245
322662,10245
322644,10245
322663,10245
322645,10245
322646,10245
322664,10245
322647,10245
322665,10245
322648,10245
322666,10245
322649,10245
322667,10245
322650,10245
322668,10245
322669,10245
322670,10245
322587,10248
322588,10248
322601,10248
322589,10248
322602,10248
322603,10248
322604,10248
322605,10248
